,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply,Review Likes
1345,迪生艾,2019年4月11日,5, 外送員非常有效率，服務加給你們五顆星👍,,0
1346,Sunny Hsiao,2019年5月25日,5," not bad, much better than food panda",,0
1347,Sandy Tsai,2019年4月5日,5, 方便又快速,,0
1348,李繼偉,2019年4月5日,5, 非常方便的服務,,0
1349,廖美雯,2019年4月7日,5, 好方便實用,,0
1350,chi chi,2019年4月6日,5, 至優惠活動輸入eats-5cpqo2，可享120元優惠！,,0
1351,Stephanie Chou,2019年4月18日,4, 無法用地圖標記新的位置,,0
1352,大程,2019年4月5日,5, 很方便，介面好使用,,0
1353,簡存禧,2019年4月4日,5, 超方便，收費便宜,,0
1354,劉彥鋒,2019年4月6日,4, 點餐方便！餐點店家總類多,,1
1355,俞湘淇,2019年4月7日,5, 訂餐方便快速，不過取消購物車麻煩,,0
1356,Andrew Wu,2019年4月3日,4, 小的巷弄找不到地址，希望能改進,,2
1357,Tony Stark,2019年4月3日,5, eats-xldv78 有需要請用~,,1
1358,偉文,2019年5月1日,1, 不給解綁信用卡,,0
1359,洪國洲,2019年4月17日,1, 優惠代碼都不能用,,0
1360,emily ouyang,2019年4月8日,4, 還不錯，不過假日外送太貴了,,2
1361,自然呆,2019年4月4日,1, 這地區沒有提供外送是怎樣 這叫外送？,,1
1362,Chen Kang Lan,2019年4月4日,5, 簡單明瞭，實用,,0
1363,Andrew Fu,2019年4月6日,1, 不能取消錯誤訂單，垃圾軟件,,4
1364,黃延儒,2019年4月5日,5, 簡便可用,,0
1365,詹允武,2019年4月8日,5, 讚，方便快速,,0
1366,Wen Hsin Yu,2019年4月6日,5, 方便，省時間,,0
1367,Yuyu Hsu,2019年4月10日,5, 很棒！,,0
1368,許志順,2019年4月6日,5, good!,,0
1369,Yeh Evan,2019年4月7日,5, 活動互惠邀請碼「 eats-d6r19l 」，你賺兩趟折扣，我賺一趟，懇請賞臉 ~ 😃😘,,0
1370,柯建輝,2019年4月6日,5, 有送到我家~ 感動~,,0
1371,陸茂瑄,2019年4月3日,5, 不錯用,,0
1372,Michael Wu,2019年4月4日,5, 方便好用,,0
1373,李東翰,2019年4月3日,5, 還不錯,,0
1374,廖啟安,2019年4月5日,5, 很方便,,0
1375,LINDA Jeunesse,2019年4月7日,5, 很方便,,0
1376,YuYu Chen,2019年4月6日,5, 方便，好用,,0
1377,鄭璇,2019年4月9日,5, 方便好用,,0
1378,胡書亞,2019年4月8日,1, 根本不能註冊,,1
1379,蕭嘉豪,2019年4月28日,5, 真的很方便,,0
1380,吳羽,2019年5月6日,1, 遠你媽,,0
1381,熊咩,2019年4月8日,5, 優惠輸入：eats-h679ey41ue （80元）,,0
1382,神林,2019年4月7日,5, 輸入優惠碼 eats-36v8s3 可享2次折80元！介面清楚方便，費用合理，餐廳很多都是跨區從桃園送來八德給我，晚餐不再總是附近隨便吃吃。菜單有中英文，而且每次都比預定時間早送到！GPS可以即時掌握外送員位置，還可以文字跟外送員對談。訂了2次之後自動送60元折價券，值得推薦！,,1
1383,李雅君,2019年5月1日,5, 快速方便,,0
1384,李淑媛,2019年5月17日,5, 很便利,,0
1385,Amelia Liang,2019年5月23日,5, 方便使用,,0
1386,Annie Chiu,2019年4月2日,5, 很方便,,1
1387,顏聖人,2019年4月8日,4, i like it,,0
1388,Jimmy Chen,2019年4月6日,5, 簡單好用,,0
1389,黃禾岳,2019年4月10日,5, 很簡便,,0
1390,Sam Yu,2019年4月9日,1, 無法登記,,0
1391,Sally Rau,2019年4月10日,5, 方便好用,,0
1392,Shao Jeremy,2019年4月14日,5, 好方便,,0
1393,Roger Roger,2019年4月14日,5, 快速方便,,0
1394,子龍MC,2019年4月14日,5, 很棒 支持,,0
1395,謝天天,2019年4月25日,5, 友善介面,,0
1396,CHA HO YIN,2019年4月11日,5, Nice app..,,0
1397,Yuchao Su,2019年4月5日,5, 快，很好,,0
1398,吳小宏,2019年5月3日,5, 水，好用……店家又多,,0
1399,卓文雄,2019年4月27日,5, 不錯,,0
1400,趙愷,2019年5月1日,5, 好用,,0
1401,肌肉爆鋼鐵,2019年5月2日,5, 可以,,0
1402,陳亭宇,2019年5月9日,5, great,,0
1403,宥甯,2019年4月4日,5, 方便,,0
1404,Joseph Huang,2019年4月5日,5, 好用,,0
1405,Phoebe Wang,2019年4月5日,5, 讚,,0
1406,Tung-Chi Ku,2019年4月4日,5, 方便,,0
1407,Wendy Chen,2019年4月3日,5, good,,0
1408,許蜜亞,2019年4月4日,5, 方便,,0
1409,Ruby Li,2019年4月5日,5, 便利,,0
1410,BIBO FANG,2019年4月3日,5, 好,,0
1411,林易欣,2019年4月5日,5, 好用,,0
1412,石偉峰,2019年4月5日,5, 好,,0
1413,過客,2019年4月7日,5, 好用,,0
1414,Bo-Jun Huang,2019年4月8日,5, good,,0
1415,Anderson Chen,2019年4月8日,5, 好用,,0
1416,fang chen,2019年4月8日,5, 好用,,0
1417,Mindy Chou,2019年4月6日,5, 方便,,0
1418,蔡啟宗,2019年4月7日,5, 好用,,0
1419,Tjong Yung,2019年4月8日,5, good,,0
1420,林彥儒,2019年4月7日,5, good,,0
1421,ChenLi Yu,2019年4月9日,5, good,,0
1422,陳世瑋,2019年4月13日,5, 讚,,0
1423,Tiffany Lin,2019年4月14日,5, 方便,,0
1424,sleepingmama100,2019年4月16日,5, 方便,,0
1425,Dolphin品雅,2019年4月5日,5, 讚讚,,0
1426,楊小楷,2019年4月3日,5, 👍👍👍👍👍,,0
1427,劉諼,2019年4月5日,5, 讚讚讚,,0
1428,張三千,2019年4月29日,1, 這個平台的設計非常有問題，拿不到餐點而且還沒有成熟的客服系統，線上也只有制式性的回答，合作的餐廳價格也會稍微抬高不說，點餐系統也很有問題，打個比方，我在八方雲集要點一個鍋貼，他只有套餐可以點，一定要配一碗湯。這也沒關係，但是如果我要加點鍋貼或水餃，它是無法單點的，而且他不會再次確認你的收貨地址，這個問題會導致你可能應該準時拿到的餐點，延遲半個小時至一個小時。 Uber的立意是好的，但是台灣代理做的非常糟糕，中國有餓了嗎跟美團外送這樣簡單的app可以參考，這個app有辦法做的這麼爛我也是服了。 甚至連國外版權都是直接用英文放上去，沒有翻譯成中文，電腦版也是，他的客服系統也是制式的還用英文 希望大…完整評論這個平台的設計非常有問題，拿不到餐點而且還沒有成熟的客服系統，線上也只有制式性的回答，合作的餐廳價格也會稍微抬高不說，點餐系統也很有問題，打個比方，我在八方雲集要點一個鍋貼，他只有套餐可以點，一定要配一碗湯。這也沒關係，但是如果我要加點鍋貼或水餃，它是無法單點的，而且他不會再次確認你的收貨地址，這個問題會導致你可能應該準時拿到的餐點，延遲半個小時至一個小時。 Uber的立意是好的，但是台灣代理做的非常糟糕，中國有餓了嗎跟美團外送這樣簡單的app可以參考，這個app有辦法做的這麼爛我也是服了。 甚至連國外版權都是直接用英文放上去，沒有翻譯成中文，電腦版也是，他的客服系統也是制式的還用英文 希望大家抵制這個不成熟的系統，因為現在的很多外送員都是大學生，他們甚至也聯絡不上自己的客服專線 就這種水平的平台只想賺台灣人的錢卻沒有站在消費者以及打工族的角度思考，我希望能換個代理再回來好好經營台灣這個市場,,0
1429,雷啟宏,2019年3月30日,1, 現在一直無法訂餐 一點完要結帳扣款就出現系統問題無法訂購 給的解決網址根本沒幫助 也沒有服務電話 這要叫人怎麼訂餐阿,,14
1430,Croc Chen,2019年3月28日,1, 要是沒接到取餐電話餐點就會消失不見 也沒有客服可以聯絡非常不方便 連店家也不能幫忙聯絡外送員,,21
1431,Google 使用者,2019年3月27日,1, 登入之前就得先綁定一堆個資，點到地址那邊不想綁就不能進入APP，天知道個資會不會綁了後不能刪，同模式之前就被歐付寶騙過一次了，現在歐付寶還卡著因為銀行個資刪不了而不敢刪APP，算了吧這種的我寧可不用。,,18
1432,李恒芳,2019年3月30日,1, 非常不好用，有問題要線上解決，但卻看到客服的回應，優惠碼都是給假的，没一個能用。,,4
1433,w xing,2019年4月1日,5, 很方便，但是有些外送人員未遵守公司規定，沒有將餐點裝在保溫袋中，導致食物冷掉，消費者只能消極的接受。,,14
1434,劉星,2019年4月2日,1, 請退款我的費用！聯繫你們客服說不能處理。APP又一直定格畫面在外送地址那邊無法操作。電話客服你們不處理，線上又當在那，我已卸載重登過了！再不處理，我們請消保了！,,3
1435,温璇璇,2019年3月31日,1, 外送少一份雞排跟雞皮...打電話說什麼不服務的傳訊息也都沒回應，這什麼售後服務，重點是我還是用自動扣款的。現在到底要怎麼處理快瘋了...,,2
1436,Kanketsu P,2019年4月2日,1, 驗證手機後，填入email卻說已經註冊過了，但卻沒辦法用先前的帳號登入，只能改用其他email。蠻爛的設計。,,2
1437,雅芬盧,2019年5月14日,1, 如果無法找到車位而無法送到指定樓層，那就不要接訂單，就是不方便出門才要叫外送，只是因為找不到車位而要訂方去大馬路拿，我也真是無言了,,0
1438,GW Wang,2019年3月31日,1, 根本不能結帳，什麼基本付款資料無效，，重新用了也不能是要用什麼鬼啊！,,3
1439,歿蘅,2019年3月27日,1, 帳號莫名被鎖從新申辦又一直重複跳畫面,,7
1440,chia chia Tsai,2019年4月2日,3, 希望顯示早中晚餐、消夜的時段問題，也能選擇，能避免店家沒營業的時段問題，同時也可以先預購明天或是那天的外送時段選擇,,0
1441,許辰宇,2019年4月1日,4, eats-qp6ksj 輸入此優惠碼，首次將能得到兩次折扣80元共160的優惠，一起來賺優惠吧,,0
1442,陳威晟,2019年3月31日,1, 爛到給一顆星都嫌多，註冊電話都不給過是要怎麼訂，只會稍後再試，是要試到幾點才能吃飯,,8
1443,懶懶,2019年4月1日,1, 一顆星都不想給！？ 送來的東西不完整 有飯沒醬然後店家說有給，客服退錢了事 爛到極點！！！ 結果還是自己出去拿醬！！！！！,,2
1444,jack,2019年3月27日,1, 我就註冊過了是要怎麼進去啦 又要我註冊一個帳號是怎樣,,6
1445,Google 使用者,2019年4月1日,1, 爛死了，沒客服，有任何問題都找不到解決辦法,,2
1446,法號智靜,2019年3月27日,5, 讚能再擴大範圍的各家商店就好了,,0
1447,Sam Huang,2019年3月31日,1, 太爛了，預定30分鐘結果一小時還沒送到，打電話去餐廳問居然還沒出餐,,0
1448,許雅婷,2019年3月30日,5, 輸入邀請碼eats-1b4mni可立即享有兩筆80元的優惠喔~,,0
1449,SU_ MIN,2019年3月31日,1, 永遠不讓我註冊,,0
1450,蔡承諭,2019年3月30日,5, eats-jygvf3umue 輸入優惠卷可以拿2次80元折扣唷,,0
1451,Jason Yu,2019年3月27日,5, 你好，安卓手機看不到店家地址跟營業時間嗎？謝謝,,1
1452,HSU妡,2019年3月28日,4, 若可以增加邀請朋友一起訂餐的功能更好,,1
1453,天空,2019年3月31日,1, 龜山銘傳這裡還是不能使用，不知道要等到何時才開放,,1
1454,Yinling Chen,2019年4月8日,4, 付款方式如能增加貨到付款更好,,3
1455,Angel Pan,2019年3月27日,5, 您好  是否三星NOTE9都無法選擇優惠卷的使用，身邊朋友都可以選擇使用哪個優惠，只有我的不行~~~ (已是最新版本,,1
1456,Pin-Hsin Chang,2019年4月9日,1, 爛 ！沒接到電話，餐點被取消，還被收費，店家也覺得Uber莫名奇妙,,0
1457,吳榮榮,2019年4月4日,5, 大部分訂購都順利，偶爾會遇到訂餐被取消。外送人員態度都很好。,,0
1458,Bu Lin,2019年4月21日,5, 只買一個東西也能送 很棒!! 但是 優惠比熊貓少,,0
1459,Harry Patter,2019年5月6日,5, 真的很很方邊，運費便宜而且折扣多，比我自己去買還划算。,,0
1460,fred游,2019年3月30日,5, 如果優惠在多一些 不要只有新用戶有優惠就好,,1
1461,Huiwen YANG,2019年4月1日,4, 輸入優惠序號eats-vhk0ko，首2筆訂單折扣80元喔,,0
1462,黃久倫,2019年3月28日,1, 一直按倒退都沒反應是要怎麼操作介面😤😤,,1
1463,蔡魚,2019年4月1日,3, 為何優惠碼到期當日，還沒用就顯示已失效,,0
1464,殷曼,2019年4月6日,4, 有時候會下單失敗很麻煩,,1
1465,Cherry Lin,2019年3月27日,5, 用了好幾家外送服務還是ubereats最好用,,1
1466,Google 使用者,2019年3月27日,4, eats-ijpu18 160折扣卷 歡迎使用,,1
1467,翁家正,2019年3月31日,5, 感謝所有外送人員，辛苦您們了,,1
1468,楊淯淳,2019年3月29日,5, 輸入邀請碼eats-3e5gq0送可折低喔,,0
1469,桂伴,2019年4月3日,5," 使用操作上算方便,建議可以多預存幾個常用地址。",,0
1470,yi niy Wu,2019年3月29日,2, 希望能新增現金付款的付款方式。,,2
1471,威先生,2019年4月8日,1, 請重視沒用信用卡的客群,,1
1472,黃俊豪,2019年6月3日,5, 首購輸入優惠代碼享折扣 eats-o0btrw,,0
1473,Mola Mola,2019年4月1日,5, It saves my lazy ass life,,1
1474,iswindcat,2019年4月2日,5, 可以再多增加一些合作店家,,1
1475,YU-PIN HSIA,2019年4月4日,2, 發現最近會有外送員取完我預定的餐點後，跑去另一個完全不順路的地方取別人的餐點。導致送餐時間大幅延長，餐點也常常冷掉，使用體驗變得很差。 尤其碰到騎自行車的外送員還玩這招真的是更無奈。 希望Uber好好約束外送員，不要一次接太多單，且盡量已順路的單為主，才不會使消費者轉去使用其他APP,,0
1476,Google 使用者,2019年4月2日,2, 還是不爽另外收取國外手續費,,0
1477,姚松謙,2019年5月9日,5, 好用但如果更多店家更好,,0
1478,terry,2019年3月27日,5, 送你折價券$120 輸入序號: eats-fpuqvwh5ue,,0
1479,Huang Meddy,2019年3月29日,5, 還可以跟外送員傳訊息，很讚,,0
1480,周育平,2019年4月2日,1, 地址修改困難,,0
1481,Meng-Wei Lin,2019年3月31日,1, 附近沒送,,0
1482,神諭,2019年4月1日,5, 輸入邀請代碼eats-3im39x獲得優惠卷哦,,0
1483,張celine,2019年4月2日,4, 快輸入eats-q9gg78ntue，即可享2次80元優惠折扣！！！！快,,0
1484,Lynn,2019年4月19日,5, 歡迎使用推薦碼 訂購享折扣：eats-ylljtr,,0
1485,Han Chen,2019年3月29日,1, 重裝後沒有登入選項...只有重新註冊,,2
1486,yang yang,2019年3月30日,5, 還蠻方便 又有些優惠,,0
1487,Ren Jie Tan,2019年3月31日,5, 貼心及周全方便的服務APP,,0
1488,張力文,2019年4月14日,5, 外送費合理 送餐快速,,0
1489,張眩燁,2019年3月27日,1, 新店還沒有都送,,0
1490,yvette chen,2019年4月2日,5, 可以增加更多店家的選擇性,,0
1491,鄭憶文,2019年4月1日,3, 請問有貨到付款選項嗎,,0
1492,林采嫺,2019年4月22日,5, 可以再多點優惠就好了,,0
1493,W,2019年3月27日,5, 這個app真的太方便！很棒！,,0
1494,藍若白,2019年4月1日,1, 什麼優惠碼都不符合資格 到底要什麼資格才叫符合 新用戶第一單而已嗎？老用戶就什麼都沒?? 要運費理所當然 應該的 我也非常同意 但每個店家每項單品再貴10~20是不是有點過份了 舉例 我點個雞排+薯條 再加2~3樣小東西 300多 足足比自己去買貴了100多 那家店離我家2公里 這是不是不大合理,,0
1495,邱秉澤,2019年3月27日,5, eats-mua79v 一起享優惠,,0
1496,Steven Mao,2019年4月2日,5, 好用，優惠多,,0
1497,腳與嘎茲窩腳,2019年3月31日,5, 速度超快的！,,0
1498,惡搞,2019年4月5日,4, 懶得出門好選擇,,0
1499,Google 使用者,2019年4月2日,5, 讚，希望能有更多優惠,,0
1500,徐妮妮,2019年4月29日,5, 很棒！,,0
1501,陳采霜,2019年3月27日,5, 容易使用!,,0
1502,翁小涵,2019年4月3日,5, 非常便利！,,0
1503,NU'EST Rose,2019年3月28日,5, eats-r8knp7 <<輸入序號可拿$160唷,,0
1504,Hei Man Lun,2019年4月1日,3, eats-tc3ryn 優惠碼80$,,0
1505,JHENGYUAN HUANG,2019年3月29日,5, 方便快速,,0
1506,冬莯,2019年3月29日,5, 優質送餐,,0
1507,陳立軒,2019年3月31日,5, 送餐準時,,0
1508,Google 使用者,2019年3月31日,5, very good,,0
1509,smile jun,2019年3月30日,5, 很方便,,0
1510,Tam Rainbow,2019年3月31日,5, 方便使用,,0
1511,David Tan,2019年3月27日,5, 邀請代碼：eats-dclu1u,,0
1512,陳恩禮,2019年5月24日,5, 很好用,,0
1513,PeiChen Yu,2019年3月28日,5, 便利性強,,0
1514,王柏威,2019年4月1日,5, 快速又便利,,0
1515,Su Su,2019年3月29日,1, 登不進去,,1
1516,許聰哲,2019年3月29日,5, Uber Eats 讚,,0
1517,Joy Wu,2019年4月5日,5, easy operating app,,0
1518,謝明旭,2019年5月14日,4, 希望持續進步,,0
1519,曾郁涵,2019年4月2日,5, 餐點精緻，送餐迅速。,,1
1520,陳琬蓉,2019年3月31日,5, 方便，平台好用,,1
1521,李思萱,2019年3月28日,4, 希望增加更多地點~~,,0
1522,Lillian Li,2019年3月31日,4, so good,,1
1523,Lucy,2019年4月6日,5, 可不錯,,1
1524,郭小揚,2019年3月30日,5," 用餐有優會，這是有效的邀請代碼：eats-z7c2xy 每當新 Uber eats優食使用者使用,您的邀請代碼註冊成功,能在首2次訂購時享有NTS60的折扣優惠(金額上限因地點而異)。只要他們完成首次訂餐,新使用者輸入邀請代碼時適用的優惠項目而異。系統會自動使用您所在國家/地區的適用折扣,折扣優惠會在核發日期算起的3個月後到期。",,0
1525,黃聖翔,2019年3月31日,5, 很好用,,0
1526,天齊張,2019年5月2日,5, 孕婦佳音,,0
1527,kiki chang,2019年5月21日,5, 很方便,,0
1528,Yuting Hsu,2019年3月30日,5, 方便 好用,,0
1529,Wen Ling CHEN,2019年4月1日,5, 快速方便,,0
1530,Yun Wen Chen,2019年3月29日,5, 不錯欸,,0
1531,李冠緯,2019年3月31日,5, 簡易好用,,0
1532,林咩咩,2019年3月31日,5, 很讚,,0
1533,王兆峰,2019年4月4日,5, 方便快速,,0
1534,happy small,2019年4月3日,5, 非常好用,,0
1535,Lawrence Zhang,2019年4月5日,5, 服務很好,,0
1536,卿隆卓,2019年4月21日,5, 方便好用,,0
1537,冷曦,2019年4月1日,5, 很方便～,,0
1538,林怡君,2019年4月3日,5, 快，便宜,,0
1539,阿恬,2019年4月8日,5, 很方便~,,0
1540,蘇素如,2019年3月27日,5, 贊,,0
1541,Google 使用者,2019年3月29日,5, 方便,,0
1542,jamsjih,2019年3月27日,5, good,,1
1543,吳泰毅,2019年5月25日,5, 方便,,0
1544,Angela Wang,2019年3月27日,5, 很棒,,0
1545,Google 使用者,2019年3月28日,5, 好吃,,0
1546,二天,2019年4月1日,5, 不錯,,0
1547,cici Kuo,2019年3月29日,5, 好用,,0
1548,蔡秉昇,2019年3月31日,5, 不錯,,0
1549,李志遠,2019年3月31日,5, good,,0
1550,丁郁珊,2019年4月2日,5, 好用,,0
1551,魏靖穎,2019年4月2日,1, 爛,,0
1552,大白,2019年4月2日,5, 方便,,0
1553,陳信良,2019年4月2日,5, good,,0
1554,詹.博任,2019年3月30日,5, good,,0
1555,張廖千毓,2019年3月30日,5, 方便,,0
1556,施Yuki,2019年3月29日,5, 非常棒,,0
1557,Wang Nesh,2019年4月4日,5, 讚,,0
1558,林秀莉,2019年4月4日,5, 很棒,,0
1559,lee leon,2019年4月5日,5, good,,0
1560,零氏,2019年4月3日,5, 讚,,0
1561,林寶寶,2019年4月3日,5, 很快,,0
1562,abugi Huang,2019年4月5日,5, 好用,,0
1563,Alan Chi-An Lu,2019年4月7日,5, good,,0
1564,徐正彥,2019年4月14日,5, 好用,,0
1565,紀雅欣,2019年4月16日,4, 方便,,0
1566,柯柯隆輝,2019年4月21日,4, 方便,,0
1567,kAi yI Yu,2019年4月21日,4, ok,,0
1568,封衍,2019年4月22日,5, 好用,,0
1569,廷黃華夏,2019年4月1日,4, 😀,,0
1570,陳秀容,2019年4月6日,5, 👍,,0
1571,Google 使用者,2019年3月31日,5, 新註冊Uber Eats的新朋友，可以輸入我的邀請代碼eats-bi1q37，新朋友就可以在首次使用Uber Eats優食訂購時，享有首2筆訂單折扣80元的優惠。操作步驟：進人Uber Eats後，點選網頁下面列中的人頭圖案，再選取「優惠活動」的選項，接著再按網頁右上方「新增優惠」，然後輸入優惠序號eats-bi1q37就可以了，之後可以在「優惠活動」內看到2張80元的折扣優惠券，在有效日期(3個月內)都可以使用。我已經使用Uber Eats訂餐超過一個月以上了，我是在桃園市中壢區，個人覺得Uber Eats訂餐很方便也很好用，送餐也很迅速，外送人員目前遇到的都算不錯。因為我的腳不小心受傷了，…完整評論新註冊Uber Eats的新朋友，可以輸入我的邀請代碼eats-bi1q37，新朋友就可以在首次使用Uber Eats優食訂購時，享有首2筆訂單折扣80元的優惠。操作步驟：進人Uber Eats後，點選網頁下面列中的人頭圖案，再選取「優惠活動」的選項，接著再按網頁右上方「新增優惠」，然後輸入優惠序號eats-bi1q37就可以了，之後可以在「優惠活動」內看到2張80元的折扣優惠券，在有效日期(3個月內)都可以使用。我已經使用Uber Eats訂餐超過一個月以上了，我是在桃園市中壢區，個人覺得Uber Eats訂餐很方便也很好用，送餐也很迅速，外送人員目前遇到的都算不錯。因為我的腳不小心受傷了，最近不方便出門，所以我現在每天都會訂餐1-2次，很感謝有這個app，不然我就要餓死了，開玩笑啦！新朋友若有任何使用上的問題，歡迎加我的line一起討論，也許可以成為好朋友呢！我的line：jenny_0713。🤗,,1
1572,Google 使用者,2019年3月24日,1, 訂單被取消錢沒退回 說外送圓等5分鍾聯絡不到 我明明在門口等，也沒有電話進來，找不到地址且怪買家是哪一招啊 懶死了,,15
1573,Google 使用者,2019年3月25日,1, 餐點已完成，有收到外送員確認地址的訊息，然後就被取消訂單，已付錢卻沒收到餐點。現在已等客服很久卻一直沒有回覆，又沒有電話客服，真的很爛，連一顆星都不想給,,5
1574,黃約翰,2019年3月21日,1, 重載app之後一直要求用新的e-mail來登入，用以前的mail會一直說註冊過，可以放一個登入的功能嗎？不要每次都要新註冊,,9
1575,Crystal Lung,2019年3月23日,1," 訂單落左1個鐘，打去餐廳問話無司機黎，打去ubeteat又無任何幫助!又無得取消訂單,個即時對話協助廢既，無人回應你講既野,請好好檢討!",,5
1576,正傑,2019年3月26日,5, 肚子餓了嗎？只要使用我的邀請代碼：eats-m3p5qm，首 2 次透過 #Uber Eats 優食訂購即可享有 NT$80 的折扣優惠。,,29
1577,LiCe Hu,2019年3月24日,1, 對消費者來說根本沒有客服可言， 送餐出錯之後用 app 回報沒人理， 打電話給客服又說不是服務消費者的， 送餐出錯了根本沒人理你， 沒吃到餐點， 還浪費了時間、浪費了錢， 等等還有自己再去買東西吃， 等於把消費者當白癡， 真的很很差勁的客戶服務。,,3
1578,Chi L,2019年3月25日,4, 外送飲料等了一個多小時，顯示還沒送出，打去店家才知道雨天車子太少...如果是會客要用的餐點就不好了！ 可否協助如果是店家尖峰期，或是車子比較忙，在訂購時有跳出提醒之類的，讓使用者更安心,,2
1579,Ching Lin,2019年3月23日,1," 重新下載後 因為忘記密碼請求寄送密碼 ,但系統顯示我的電子郵件和電話並沒有連接, 偏偏我就只有這麼一個電話那麼一個郵件信箱, 信箱也不斷的收到 uber eat的廣告, 為何系統說我的電話跟信箱沒有連結, 除此之外 沒有別的選項 我也找不回我的密碼, 所以我也無法使用此軟體",,11
1580,趙子鑑,2019年3月22日,1, 重新下載後 信箱一直卡在重覆 無法登入 連這種低級的 debug都沒做 最後只會淪為詐騙集團的工具,,29
1581,Jack Kuo,2019年3月24日,1, 太誇張，都還沒買，就要完全綁信用卡含三碼驗證，Google都不敢，萬一外流或偷扣錢你們要怎麼賠,,9
1582,Pei Ling,2019年3月22日,1, 無登入地方，現在進去輸入一直顯示信箱已註冊，是否可以設一個會員登入。,,4
1583,Lin Shy,2019年3月24日,1, 太扯了，外送員竟然說送貨地址是看系統告訴他的GPS位置而不是顧客輸入的地址,,2
1584,vicky le,2019年3月28日,3, 忘記了第一次要使用折價7折序號就沒有用到 第二次訂單使用輸入折價號碼 系統卻顯示無法使用讓人不開心,,1
1585,sy yang,2019年3月25日,5, 下載好幾個月了，今天才第一次使用，外送竟如此快速，超乎我的預期，以後會選擇此app，讚。,,1
1586,繆安,2019年3月27日,5, 店家少了點 但是還不錯用 有些餐廳的餐點無法全面 我點過吉豚屋的餐點 它的定食便當並沒有在可選餐點裡面 有些可惜了,,0
1587,黃寬正,2019年3月21日,5, 很好 除了按讚之外 建議可以加入 給外送員的評語 就更好了~ 這樣 也可以幫外送員 加油打氣 做得更好,,11
1588,dada chj,2019年3月22日,4, 可以新增聊天視窗，專門追蹤或回覆送貨員的訊息嗎？我找不到過去的對話內容，送貨員有問題時也不方便即時和送貨員溝通。謝謝,,0
1589,S.T Huang,2019年3月25日,1, 完全不能用 客服也只會已讀不回 根本不知道在做甚麼,,1
1590,胖讚,2019年3月19日,1, 所以我說 天龍程式什麼時候開放其他地區,,4
1591,PeiYu Chen,2019年3月25日,4, 不小心按了停止簡訊傳送，換手機後回傳了無數個START，依舊收不到驗證碼，沒辦法登入就再也沒用過ubereats訂餐了.....,,0
1592,游小黑,2019年3月24日,4, 還不錯，但優惠很少同店家不同分店也都不一樣，有點麻煩。菜單設計不是很容易看,,0
1593,小默,2019年3月21日,5, 很方便 下班很累根本不想去現場排隊買晚餐 這個app超方便,,2
1594,liu tony,2019年3月20日,1, 都是以GPS抓到的住址，無法儲存住址，是要如何送到啊，你們真的有在外送被這塊用心嗎？不好用.如何取消消帳號？哇咧連付款信用卡都沒法删，這是啥程式，請幫幫忙刪帳號,,8
1595,張秀筑,2019年3月24日,1, 送來的餐有問題（不乾淨） 反應後 無法協助解決,,2
1596,陳玨如,2019年3月24日,1, 取消機制有問題，強迫消費，聯繫不上客服，跟完全無法立即處理問題,,3
1597,Judy Wang,2019年3月20日,5, 很方便 是無後援媽媽們的最佳夥伴,,11
1598,楊希,2019年5月4日,1, 很扯！！！是都沒有客服了嗎？？ 餐廳少給餐點都找不到客服，用線上協助的方式都沒有人回覆，連電話也沒有！！ 用這平台點東西得不到任何保障！！ 以後再也不用了！！！,,0
1599,Yi Chen Shih,2019年5月28日,1, 信用卡已先付費，飲料點六杯來三杯也無法立即處理，品質待加強,,0
1600,康俐,2019年3月25日,1, 帳號突然被停用，無法登入，優惠券今天到期不給使用嗎？,,1
1601,Get Lucky,2019年3月22日,1, 說是說美食外送 但連新竹南寮地區 竹北地區都送不到 阿是哪裡的美食外送 是要搬到市區才能送到是嗎？ 如果搬到市區我不會直接去買就好了嗎？ 爛程式 爛服務 爛品質！！！,,3
1602,花花MAY,2019年3月25日,1, 根本沒訂過餐，輸入首次使用優惠卻說已經使用過優惠,,1
1603,Janice H,2019年3月21日,3, 安卓7使用優惠券有問題，就算更新了還是一樣甚至不能用，另外希望跟其他家一樣有發票,,0
1604,李雅萍,2019年3月25日,5, 輸入優惠碼eats-2l91q1 可得前兩筆訂單折扣喔,,0
1605,林湘怡,2019年3月23日,1, 一直顯示信箱已註冊過，無法登入,,3
1606,Chung Samantha,2019年3月23日,1, 店家太少……而且竟然不能使用現金付款，真的實在是太爛,,6
1607,鍾志偉,2019年3月21日,1, 明明看到優惠券，也沒寫限制，台灣地區可用 卻無法使用，爛......,,2
1608,Kai-Xuan Chen,2019年3月24日,1, 無法供應的餐廳一堆 看不到可以選的,,0
1609,陳怡君,2019年3月22日,5, 很方便 可是店家不夠多,,0
1610,Huandi Wang,2019年3月25日,3, 請問我以前有註冊過手機，要怎麼登入? 還要重新註冊嗎？為何還一直讓我注冊,,0
1611,范妍,2019年3月24日,5, 訂位顯示的地圖，和我輸入的地址不同，擔心影響送餐員判斷,,0
1612,德華愛,2019年4月1日,5, 輸入最新4月份優惠碼eats-qy2jph，馬上得到兩張100元台幣折扣券喔！,,0
1613,Mei Miss,2019年3月30日,4, 店家的外送費沒有在主页面顯示，等下單後才知，有的店家外送費很高，不划算。,,0
1614,何明航,2019年3月24日,1, 明明沒註冊過 一直問我密碼,,1
